FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,INTPTLAT10,INTPTLON10,State,COUNTY,HH_COUNT,OHU_OWN,OHU_RENT,PERC_OWN,PERC_RENT,MHI,MED_VAL,HOUSINGCOS,MCR_ANNUAL,MSMOC_TOT_,TAX_RET,Avg_TransC,REtaxperow,DISP_INC,energy_cos,REtax_ACS,AVG_TTL,LOCALNAME,Shape_Area
4225,36,103,123401,36103123401,40.7066801,-73.3938928,New York,Suffolk County,1305,1020,214,0.826580227,0.173419773,83056,362500,24983.9417,13716,27348,1595.995978,15249.89555,4883.95588,31859.4765,2709.002312,8747,8253.68394,Babylon,0.000244596
4226,36,103,146615,36103146615,40.7790326,-73.05401,New York,Suffolk County,1982,964,962,0.500519211,0.499480789,84583,428200,22259.8754,16596,27912,2726.395225,15530.26771,9002.145361,34451.64199,2293.229526,6819,10047.98537,Islip,0.000361332
4227,36,103,146611,36103146611,40.8003427,-73.0472099,New York,Suffolk County,1245,776,428,0.644518272,0.355481728,84737,395500,22625.6611,19764,24204,1547.527974,15558.54362,6281.626289,34310.6612,2552.665207,5774,9689.46887,Islip,0.000224032
4228,36,103,146103,36103146103,40.7470426,-73.228889,New York,Suffolk County,1238,1249,11,0.991269841,0.008730159,102171,391100,28127.7524,24012,28164,1708.418039,18759.59688,4395.080065,39814.74023,3296.822074,8014,12172.08842,Islip,0.00023896
4229,36,103,146205,36103146205,40.7490527,-73.2150096,New York,Suffolk County,706,611,72,0.894582723,0.105417277,92981,422900,25076.9429,0,28032,860.2052668,17072.22281,6099.847261,35310.8494,3095.625265,8070,12425.35962,Islip,0.000179474
4230,36,103,146206,36103146206,40.7531829,-73.2048624,New York,Suffolk County,709,530,176,0.750708215,0.249291785,68641,370100,26540.3286,20892,28416,870.2420191,12603.16028,5708.530171,18810.17124,2925.241258,7568,7762.098625,Islip,0.000162057
4231,36,103,147401,36103147401,40.735292,-73.2136402,New York,Suffolk County,2460,1604,820,0.661716172,0.338283828,77308,343500,20009.0891,14808,22668,3774.315597,14194.50642,10037.87147,30571.23481,2269.149292,7511,10264.02038,Islip,0.000319944
4232,36,103,147402,36103147402,40.7140759,-73.2142426,New York,Suffolk County,1324,1271,40,0.96948894,0.03051106,111908,571400,28185.2632,8652,28800,1711.463376,20547.4055,5834.184149,45158.19387,3062.499986,10000,14954.63744,Islip,0.000414209
4233,36,103,146500,36103146500,40.750597,-73.1871738,New York,Suffolk County,1703,1504,244,0.860411899,0.139588101,88992,399800,29100.7963,19416,30672,3142.372222,16339.80332,7777.716642,31774.79794,3031.480042,8238,8745.122396,Islip,0.000372059
4234,36,103,145902,36103145902,40.7618624,-73.2706571,New York,Suffolk County,2063,1815,377,0.828010949,0.171989051,74464,362400,25078.0675,15132,27144,2749.049821,13672.32015,4006.151749,24471.78494,2918.566898,5436,8323.260516,Islip,0.000489031
4235,36,103,146002,36103146002,40.755273,-73.2540026,New York,Suffolk County,1261,1061,305,0.776720351,0.223279649,69211,340800,26253.3031,18396,28512,1575.333193,12707.81787,3927.158725,19365.24838,3148.527526,6143,7736.103131,Islip,0.000236872
4236,36,103,200901,36103200901,40.9477764,-72.1941871,New York,Suffolk County,533,529,116,0.820155039,0.179844961,84234,1000001,26255.9442,24012,26748,3148.551627,15466.18789,22880.44448,21854.78962,3021.17481,7381,17635.90348,East Hampton,0.001386354
4237,36,103,158322,36103158322,40.9320841,-73.0000651,New York,Suffolk County,815,757,0,1,0,91921,592300,30408,0,30408,1023.063509,16877.59643,7761.510135,27863.50777,3132.144232,8923,13639.75157,Brookhaven,0.000192659
4238,36,103,159509,36103159509,40.7522734,-72.8549691,New York,Suffolk County,1090,774,283,0.732261116,0.267738884,58652,277000,21747.9281,17328,23364,1411.547062,10769.08199,3983.61875,18722.7243,2480.938005,4321,4931.3276,Brookhaven,0.000273724
4239,36,103,159411,36103159411,40.8237673,-72.8526438,New York,Suffolk County,985,956,18,0.981519507,0.018480493,95573,333500,22072.4107,0,22488,1331.052069,17548.13942,3387.683226,44880.94974,3224.124032,6092,7847.376114,Brookhaven,0.000427601
4240,36,103,159511,36103159511,40.7942568,-72.8409783,New York,Suffolk County,2005,1714,439,0.796098467,0.203901533,76343,295700,22283.4817,14832,24192,2802.309378,14017.32296,3838.714661,31040.87506,2843.923121,5425,6157.397156,Brookhaven,0.00036682
4241,36,103,135209,36103135209,40.8169249,-73.2500897,New York,Suffolk County,1173,978,127,0.885067873,0.114932127,90640,534700,23386.7077,15984,24348,2152.495676,16642.39227,8501.414107,34086.72061,2833.198829,6702,13690.98059,Smithtown,0.000754731
4242,36,103,146106,36103146106,40.7692413,-73.2391563,New York,Suffolk County,1042,871,118,0.880687563,0.119312437,85787,350800,30159.3003,15480,32148,2128.680296,15751.33391,3303.841926,31310.2778,3115.978901,6138,5450.109085,Islip,0.000240063
4243,36,103,123900,36103123900,40.6902709,-73.3847382,New York,Suffolk County,1684,1358,175,0.885844749,0.114155251,90703,391200,24601.4247,12600,26148,2303.742157,16653.95969,5339.566716,37654.74387,2808.12496,6928,8984.746784,Babylon,0.000177262
4244,36,103,124001,36103124001,40.6958629,-73.3714783,New York,Suffolk County,1537,1187,221,0.843039773,0.156960227,81653,389300,25060.3381,13740,27168,2087.00852,14992.291,5534.079841,30823.24498,2688.842963,7689,8088.282958,Babylon,0.00016213
4245,36,103,124002,36103124002,40.6922688,-73.3602613,New York,Suffolk County,1061,918,107,0.895609756,0.104390244,93346,399500,26466.2517,17460,27516,1473.182485,17139.24039,5051.097864,37400.22137,3093.732698,8069,9246.553844,Babylon,0.000145932
4246,36,103,124101,36103124101,40.6787631,-73.3796114,New York,Suffolk County,1496,1310,136,0.905947441,0.094052559,92852,396000,25006.0083,13428,26208,1976.368272,17048.53715,4748.631783,38705.79641,2894.038349,7206,9197.619797,Babylon,0.000151617
4247,36,103,124102,36103124102,40.676107,-73.3705761,New York,Suffolk County,1298,1010,132,0.88441331,0.11558669,77188,414200,24456.1471,15000,25692,1805.10323,14172.47324,5625.389353,28348.89589,2564.48932,6917,7645.994452,Babylon,0.000122242
4248,36,103,123301,36103123301,40.6978058,-73.4200727,New York,Suffolk County,2483,1382,1192,0.536907537,0.463092463,47301,301500,17135.0956,15228,18780,3619.806533,8684.92715,7156.624927,13832.36528,2422.848351,6523,5225.763621,Babylon,0.000247867
4249,36,103,123302,36103123302,40.6929015,-73.4072913,New York,Suffolk County,460,260,160,0.619047619,0.380952381,68387,414500,26952,18840,31944,640.5354516,12556.52339,6422.898444,18402.1781,3217.499656,6020,7258.798853,Babylon,6.92E-05
4250,36,103,122603,36103122603,40.7386959,-73.3309881,New York,Suffolk County,1953,1628,375,0.812780829,0.187219171,76732,369200,23791.98,20232,24612,3846.553519,14088.74717,7796.836633,28179.16123,2707.393259,7577,7964.718336,Babylon,0.000301317
4251,36,103,122802,36103122802,40.738081,-73.3171115,New York,Suffolk County,1423,1075,315,0.773381295,0.226618705,81912,352400,22778.4604,14064,25332,1952.375327,15039.84594,5993.160413,32776.19587,2815.099728,7135,8502.398065,Babylon,0.000159137
4252,36,103,123101,36103123101,40.7199186,-73.3315673,New York,Suffolk County,1305,1083,225,0.827981651,0.172018349,96480,414900,25620.633,17364,27336,1725.56614,17714.6735,5691.695098,39617.63785,2787.139794,8687,10739.91585,Babylon,0.000299324
4253,36,103,123102,36103123102,40.7225737,-73.3175484,New York,Suffolk County,1455,1339,148,0.900470746,0.099529254,80069,403500,24998.7034,17532,25824,1978.493336,14701.45308,5291.739231,28723.55805,2714.757353,7844,8930.528119,Babylon,0.000185105
4254,36,103,146102,36103146102,40.7570101,-73.239258,New York,Suffolk County,610,633,26,0.960546282,0.039453718,82633,341800,30561.8149,6552,31548,840.5928106,15172.2286,3512.395207,24234.78296,3427.8179,6038,9236.355638,Islip,9.35E-05
4255,36,103,146402,36103146402,40.7561973,-73.1631002,New York,Suffolk County,1264,1191,39,0.968292683,0.031707317,85000,407300,26417.239,24012,26496,1598.633333,15606.833,4996.655745,31464.20272,3158.891276,8357,8352.834004,Islip,0.000648629
4256,36,103,147601,36103147601,40.7349615,-73.1475896,New York,Suffolk County,883,786,42,0.949275362,0.050724638,113500,557200,29763.6522,17256,30432,996.5241519,20839.7123,5596.605527,45323.51892,2921.034955,9050,14652.08163,Islip,0.000280116
4257,36,103,147602,36103147602,40.7400063,-73.1278763,New York,Suffolk County,2233,1801,454,0.798669623,0.201330377,70619,453400,24147.2621,16020,26196,2896.330247,12966.34047,7098.328493,21896.9595,2492.322399,8305,9116.115538,Islip,0.000609412
4258,36,103,145808,36103145808,40.8076678,-73.1373663,New York,Suffolk County,1008,870,164,0.84139265,0.15860735,86250,380600,24302.0658,19284,25248,1270.146614,15836.34525,4339.275576,33869.6069,3038.789844,7006,9203.192211,Islip,0.00024612
4259,36,103,146604,36103146604,40.7956865,-73.1411075,New York,Suffolk County,1633,1004,624,0.616707617,0.383292383,85746,415400,22254.1916,16356,25920,2205.54683,15743.80591,6529.278607,36093.05285,2505.53608,7408,9149.413557,Islip,0.000587865
4260,36,103,146605,36103146605,40.7959655,-73.1048431,New York,Suffolk County,319,308,14,0.956521739,0.043478261,101204,388700,23140.1739,0,24192,426.5317003,18582.0462,4116.074504,45559.76906,3123.171832,6996,10798.83901,Islip,0.000810978
4261,36,103,147701,36103147701,40.7488816,-73.1008604,New York,Suffolk County,1216,865,274,0.759438104,0.240561896,89653,381000,23684.302,16740,25884,1651.28549,16461.1694,8420.042669,35227.85415,2435.011863,7049,11844.66258,Islip,0.00037625
4262,36,103,147802,36103147802,40.7328417,-73.0831134,New York,Suffolk County,1461,1115,271,0.804473304,0.195526696,110903,574700,28389.3853,15048,31632,2364.759661,20362.87765,9857.856077,44408.96408,2623.88314,8927,15117.88983,Islip,0.000331688
4263,36,103,147803,36103147803,40.7541938,-73.0879378,New York,Suffolk County,1350,810,513,0.612244898,0.387755102,66654,425200,19357.9592,17580,20484,1738.532319,12238.32761,9957.065637,23639.03879,2342.136384,7107,9076.538013,Islip,0.000210419
4264,36,103,123402,36103123402,40.7076119,-73.3791755,New York,Suffolk County,2482,1850,682,0.730647709,0.269352291,72571,373600,24439.6209,14760,28008,3575.347203,13324.7468,6083.008337,24953.16894,2664.814047,7692,7188.649316,Babylon,0.0002852
4265,36,103,122404,36103122404,40.7244744,-73.3844974,New York,Suffolk County,1075,988,93,0.913968548,0.086031452,85199,371400,23905.4764,17292,24528,1427.804021,15643.37135,4189.399428,34138.53569,3088.960344,8213,8422.65622,Babylon,0.000300852
4266,36,103,122502,36103122502,40.7353981,-73.3567082,New York,Suffolk County,1163,1089,88,0.925233645,0.074766355,95673,375100,32494.6542,23568,33216,1736.326834,17566.5004,4596.017575,32492.08492,3699.830281,6982,9419.930205,Babylon,0.000257048
4267,36,103,122901,36103122901,40.7220778,-73.3692951,New York,Suffolk County,1900,1694,296,0.851256281,0.148743719,85405,404500,25968.9166,19656,27072,2465.736677,15681.19497,4219.236067,32419.67738,2892.207938,8545,8443.003115,Babylon,0.000210512
4268,36,103,122902,36103122902,40.7151027,-73.3622148,New York,Suffolk County,1656,1275,452,0.738274464,0.261725536,59010,363400,22748.8315,14616,25632,3031.231975,10834.8143,6891.43278,17291.55413,2301.164874,7164,5833.635195,Babylon,0.000179314
4269,36,103,123001,36103123001,40.7249135,-73.3528483,New York,Suffolk County,1897,1659,308,0.84341637,0.15658363,85080,382600,26509.8363,13140,28992,2545.467085,15621.52178,4447.558152,31683.66993,2854.097852,7578,8410.874129,Babylon,0.000214381
4270,36,103,123002,36103123002,40.7194464,-73.3413568,New York,Suffolk County,1533,1273,274,0.822882999,0.177117001,84137,374300,26183.8914,14364,28728,2137.956113,15448.37774,4868.22809,31312.10342,2874.976796,7639,8317.650642,Babylon,0.000224331
4271,36,103,122403,36103122403,40.7481735,-73.3862976,New York,Suffolk County,768,576,223,0.720901126,0.279098874,79958,459200,24937.2466,21252,26364,1810.213206,14681.07239,6227.575473,31148.96994,3099.768661,7980,6090.942408,Babylon,0.00090807
4272,36,103,122405,36103122405,40.7648272,-73.3604914,New York,Suffolk County,955,964,69,0.933204259,0.066795741,98750,517800,32913.0261,11412,34452,1398.755857,18131.46775,3436.136617,35456.2169,3542.469606,8299,8706.819644,Babylon,0.0001721
4273,36,103,147804,36103147804,40.7547524,-73.0719905,New York,Suffolk County,1956,1892,63,0.967774936,0.032225064,103872,472200,28859.7422,13716,29364,2337.066447,19071.91715,5741.432462,38692.41649,3088.474448,9200,14159.44972,Islip,0.000539878
4274,36,103,146704,36103146704,40.7359694,-73.2997677,New York,Suffolk County,657,604,48,0.926380368,0.073619632,75714,413900,21786.9939,19308,21984,991.1879587,13901.8324,7620.281691,26888.39027,2956.807306,7734,10179.97613,Islip,0.000128286
4275,36,103,146705,36103146705,40.7263663,-73.3059652,New York,Suffolk County,1100,1059,5,0.995300752,0.004699248,108077,455600,27709.1729,0,27840,1624.960038,19843.99635,7973.769702,42204.31058,3110.086204,8812,15209.43396,Islip,0.000188525
4276,36,103,146706,36103146706,40.7298656,-73.2892351,New York,Suffolk County,858,775,48,0.941676792,0.058323208,86823,384400,29281.5893,11676,30372,1234.208283,15941.55367,7491.539984,26700.63799,3165.889294,8087,11733.32975,Islip,0.000190405
4277,36,103,146800,36103146800,40.7150808,-73.3010238,New York,Suffolk County,1950,1776,167,0.914050437,0.085949563,90486,434100,27961.0808,17508,28944,2759.42288,16614.11636,8074.065397,30193.21767,2983.693206,8699,12733.89196,Islip,0.00033507
4278,36,103,146901,36103146901,40.7028427,-73.2999569,New York,Suffolk County,1767,1651,206,0.88906839,0.11093161,91420,460500,26027.9548,13044,27648,2967.056662,16785.60792,9338.900111,32760.74663,2980.358962,8571,12865.33169,Islip,0.000316491
4279,36,103,146902,36103146902,40.6895318,-73.2997076,New York,Suffolk County,1295,1265,7,0.994496855,0.005503145,137500,691600,42067.217,0,42300,1995.089825,25246.3475,8195.753567,47402.5839,3433.784795,10000,19350.0668,Islip,0.000322946
4280,36,103,147001,36103147001,40.7037483,-73.2837351,New York,Suffolk County,1413,1368,68,0.95264624,0.04735376,94868,446300,25812.9025,0,27096,2116.721821,17418.69451,6879.324705,36027.30159,3066.497614,8750,12542.60379,Islip,0.000262724
4281,36,103,147702,36103147702,40.729739,-73.1052004,New York,Suffolk County,1771,1560,251,0.86140254,0.13859746,87929,430900,23312.6869,16356,24432,2557.323476,16144.6261,6557.945621,35098.2074,2606.976402,7028,10766.50319,Islip,0.000523733
4282,36,103,122406,36103122406,40.748825,-73.3689853,New York,Suffolk County,1301,732,665,0.523979957,0.476020043,57629,321300,20961.2684,13548,27696,1795.410707,10581.24916,4782.489499,18695.94286,3045.772619,6102,4344.766954,Babylon,0.00021196
4283,36,103,122501,36103122501,40.7459769,-73.3517099,New York,Suffolk County,1203,734,396,0.649557522,0.350442478,44290,276800,22748.9416,14736,27072,2469.815584,8132.078042,6881.646734,7076.818376,2888.666904,6019,3443.495078,Babylon,0.000240205
4284,36,103,135003,36103135003,40.8717575,-73.1456981,New York,Suffolk County,1489,1244,199,0.862092862,0.137907138,101850,487800,28801.7214,11484,31572,2478.195846,18700.65813,13900.60934,32932.00841,2931.997391,9003,18483.61467,Smithtown,0.000450774
4285,36,103,135403,36103135403,40.8378897,-73.1337688,New York,Suffolk County,1445,1417,90,0.940278699,0.059721301,100599,438400,27944.5601,17688,28596,1917.814101,18470.96227,6406.038076,38248.99224,2956.759746,7636,12977.72565,Smithtown,0.000346228
4286,36,103,135005,36103135005,40.8867141,-73.1440652,New York,Suffolk County,1266,1152,89,0.928283642,0.071716358,68068,446200,20752.3223,12576,21384,1546.163998,12497.95187,9372.736785,19970.95193,2483.226173,7585,12363.54773,Smithtown,0.000375254
4287,36,103,110101,36103110101,40.921496,-73.4433864,New York,Suffolk County,1162,1130,40,0.965811966,0.034188034,186500,1000001,45060.9231,0,46656,1600.736417,34243.2277,9908.505771,66859.16864,4044.22008,10000,36292.46048,Huntington,0.00250709
4288,36,103,110801,36103110801,40.9367507,-73.3924281,New York,Suffolk County,783,711,39,0.948,0.052,125313,815500,29572.656,23532,29904,1103.622862,23008.69487,10156.53869,46840.6262,3092.023261,10000,22798.99968,Huntington,0.000645384
4289,36,103,134903,36103134903,40.8479282,-73.2196356,New York,Suffolk County,411,363,35,0.912060302,0.087939698,103088,595800,28163.7889,8124,30096,527.4214452,18927.96706,7953.443406,34900.55009,3463.801444,10000,17631.89251,Smithtown,0.000382082
4290,36,103,135004,36103135004,40.9111127,-73.1725092,New York,Suffolk County,1084,954,61,0.939901478,0.060098522,165313,1000001,46055.4325,15456,48012,1630.185246,30353.08687,11810.85041,55313.22973,3743.918047,10000,29847.33285,Smithtown,0.001878189
4291,36,103,135101,36103135101,40.8596722,-73.2846435,New York,Suffolk County,1259,1254,0,1,0,99200,522900,30600,0,30600,1729.621465,18214.09216,7455.135012,32880.49699,3194.272861,9752,14311.13799,Smithtown,0.000387956
4292,36,103,135102,36103135102,40.859328,-73.2722479,New York,Suffolk County,1493,1344,91,0.936585366,0.063414634,121895,528200,23428.9756,13932,24072,1925.167841,22381.11657,7742.323483,55615.64697,2884.017256,9194,17585.2436,Smithtown,0.000379106
4293,36,103,135103,36103135103,40.8570686,-73.2557634,New York,Suffolk County,1567,1437,87,0.942913386,0.057086614,126000,588000,30223.9606,23220,30648,2111.263366,23134.8348,7980.661682,49713.17566,3436.739935,9840,19491.28901,Smithtown,0.000394436
4294,36,103,135201,36103135201,40.8421846,-73.2692998,New York,Suffolk County,692,669,8,0.988183161,0.011816839,106612,469100,29609.9202,0,29964,930.9109159,19575.008,7521.145461,38938.56459,3108.073312,8352,15380.4339,Smithtown,0.000155825
4295,36,103,110402,36103110402,40.8932629,-73.3782222,New York,Suffolk County,1226,1147,58,0.95186722,0.04813278,95375,535300,26302.795,15600,26844,1346.479923,17511.78467,8027.777606,31009.3615,2551.272115,7539,17999.78671,Huntington,0.000195303
4296,36,103,110501,36103110501,40.8944845,-73.3640955,New York,Suffolk County,1087,1055,55,0.95045045,0.04954955,100625,716300,33991.7297,24012,34512,1249.374369,18475.73612,7938.46345,26154.42724,3332.859056,10000,18670.24788,Huntington,0.000587623
4297,36,103,110102,36103110102,40.8564997,-73.4528942,New York,Suffolk County,1749,1561,107,0.935851319,0.064148681,134821,827100,35720.3094,7656,37644,2677.315951,24754.45685,15087.95303,42418.63234,3206.800481,10000,28720.80093,Huntington,0.001008296
4298,36,103,112214,36103112214,40.7753617,-73.3955098,New York,Suffolk County,2651,2360,184,0.927672956,0.072327044,103200,824400,30989.0189,5196,33000,3621.542901,18948.53136,8952.812357,30512.39722,3112.39336,10000,19637.65916,Huntington,0.001290929
4299,36,103,111802,36103111802,40.8632473,-73.3050863,New York,Suffolk County,942,919,7,0.992440605,0.007559395,104167,586100,29427.8488,0,29652,1221.523359,19126.08204,5994.54424,38252.67007,3291.743611,10000,14068.65548,Huntington,0.000250064
4300,36,103,111803,36103111803,40.8548659,-73.3041092,New York,Suffolk County,862,803,34,0.959378734,0.040621266,105536,577600,32001.7061,24012,32340,1134.741291,19377.44385,6373.107109,36664.54997,3238.749293,10000,14253.55079,Huntington,0.000229037
4301,36,103,111804,36103111804,40.8463633,-73.3028659,New York,Suffolk County,754,621,62,0.909224012,0.090775988,108750,555600,30557.3236,24000,31212,1019.044494,19967.56575,8869.589687,39416.84823,3119.388869,10000,15688.87355,Huntington,0.000205376
4302,36,103,135205,36103135205,40.8205443,-73.2827089,New York,Suffolk County,1747,1458,249,0.854130053,0.145869947,104331,499600,28655.1775,21132,29940,2396.131648,19156.19404,8882.907389,38548.05662,2920.20755,9129,15051.36429,Smithtown,0.000719073
4303,36,103,134703,36103134703,40.907186,-73.2747621,New York,Suffolk County,1339,1253,35,0.972826087,0.027173913,141429,805700,38688.1957,16356,39312,1718.666564,25967.7504,8811.009643,47915.70129,3527.027676,10000,25330.32493,Smithtown,0.001192367
4304,36,103,135301,36103135301,40.8298667,-73.212787,New York,Suffolk County,1258,1184,11,0.990794979,0.009205021,109519,570000,23826.6377,0,24048,1574.667761,20108.76169,6519.692631,44629.52877,2999.119307,7235,17954.95253,Smithtown,0.000638964
4305,36,103,135304,36103135304,40.8349775,-73.1782475,New York,Suffolk County,1229,1183,32,0.973662551,0.026337449,99087,470900,30420.9383,15816,30816,1589.676278,18193.34425,6429.117163,31380.54082,2992.274338,9084,16099.90229,Smithtown,0.000249933
4306,36,103,134702,36103134702,40.8792742,-73.2610536,New York,Suffolk County,2411,1627,602,0.729923733,0.270076267,74188,436400,21849.5074,12924,25152,2974.685817,13621.64384,7867.81002,26731.15534,2426.485527,5931,9559.207888,Smithtown,0.000580674
4307,36,103,134704,36103134704,40.9060345,-73.2464556,New York,Suffolk County,901,690,127,0.844553244,0.155446756,84934,498800,20438.0122,15168,21408,1085.816876,15594.71475,6771.857512,35390.69139,2566.739487,7838,10943.84217,Smithtown,0.00045869
4308,36,103,159103,36103159103,40.7855785,-72.9310592,New York,Suffolk County,1520,1044,437,0.704929102,0.295070898,57688,313200,19442.7954,16812,20544,2220.846182,10592.08214,6917.994828,17714.61203,2992.863558,5127,6945.646866,Brookhaven,0.001000716
4309,36,103,159102,36103159102,40.775681,-72.9850767,New York,Suffolk County,2702,1235,1118,0.524861878,0.475138122,53030,333100,13974.4972,10164,17424,3004.334497,9736.827694,6505.455619,21592.76121,2048.622981,5546,5677.290913,Brookhaven,0.000666552
4310,36,103,159000,36103159000,40.7549423,-73.0147814,New York,Suffolk County,1884,1093,834,0.567202906,0.432797094,62250,334500,18756.4421,14904,21696,2388.000665,11429.71005,5842.660789,23221.94456,2177.536722,6206,6664.366572,Brookhaven,0.000252646
4311,36,103,158900,36103158900,40.7697808,-73.0232939,New York,Suffolk County,2810,1550,1635,0.486656201,0.513343799,50152,304200,17099.6044,13584,20808,4909.579385,9208.39869,8470.498697,16515.13563,1959.683571,5538,5369.177708,Brookhaven,0.000398998
4312,36,103,158804,36103158804,40.784034,-73.0238888,New York,Suffolk County,2300,1988,299,0.869261041,0.130738959,76411,345000,22626.6795,16368,23568,2890.704333,14029.80843,3948.79935,28917.28751,2608.260971,5939,8228.963593,Brookhaven,0.000560834
4313,36,103,158803,36103158803,40.8027431,-73.0279692,New York,Suffolk County,2183,1992,87,0.958152958,0.041847042,93327,386600,28000.8658,11352,28728,2625.2887,17135.7518,4111.96857,34910.14973,2860.250034,6617,10419.98263,Brookhaven,0.000757709
4314,36,103,158802,36103158802,40.7515162,-73.0358414,New York,Suffolk County,1680,1542,113,0.931722054,0.068277946,90393,413400,23853.6,16452,24396,2428.30539,16597.04065,7572.903212,35290.88619,2741.633069,6956,11909.84009,Brookhaven,0.000485267
4315,36,103,112103,36103112103,40.833109,-73.3011193,New York,Suffolk County,1531,1229,195,0.863061798,0.136938202,89018,451800,25692.9522,11556,27936,1897.626098,16344.57718,8345.661095,31347.73636,2790.507634,8812,12842.22663,Huntington,0.000346992
4316,36,103,112102,36103112102,40.8186556,-73.3429762,New York,Suffolk County,1239,1176,7,0.99408284,0.00591716,156510,845900,39352.6864,24012,39444,1897.252575,28736.7698,7845.669069,59021.37915,3670.412322,10000,25728.75233,Huntington,0.000865114
4317,36,103,112104,36103112104,40.8293096,-73.3372459,New York,Suffolk County,765,748,12,0.984210526,0.015789474,146513,922900,33223.0105,0,33756,1068.688503,26901.22263,7211.498132,59405.27611,3414.983328,10000,23568.50743,Huntington,0.000495078
4318,36,103,112210,36103112210,40.7935304,-73.3227854,New York,Suffolk County,2274,1965,131,0.9375,0.0625,112500,703000,36585,17100,37884,3177.559052,20656.1025,7847.572401,33455.2211,3353.099528,10000,18450.57688,Huntington,0.001162694
4319,36,103,112211,36103112211,40.8082297,-73.3065254,New York,Suffolk County,1413,1373,80,0.9449415,0.0550585,164469,711400,36405.8527,24012,37128,2162.929481,30198.1202,7663.148251,67220.80456,3615.515903,10000,27028.70664,Huntington,0.000533994
4320,36,103,112212,36103112212,40.8015966,-73.360956,New York,Suffolk County,1006,959,8,0.991726991,0.008273009,149152,865400,40938.4902,0,41280,1627.955297,27385.76889,8255.360145,52526.42753,3782.146122,10000,24519.16725,Huntington,0.000639732
4321,36,103,112213,36103112213,40.7818471,-73.3544664,New York,Suffolk County,1622,1585,73,0.955971049,0.044028951,150139,684700,34101.2714,12156,35112,2454.883052,27566.99176,7610.697691,60008.75675,3582.237139,10000,24879.74295,Huntington,0.000710741
4322,36,103,134906,36103134906,40.8772872,-73.2289621,New York,Suffolk County,2141,1559,389,0.800308008,0.199691992,84583,471700,22211.6119,4512,26628,2604.626173,15530.26771,7755.311937,32393.71953,2516.576948,7778,11930.8239,Smithtown,0.000370195
4323,36,103,135401,36103135401,40.8431527,-73.1606956,New York,Suffolk County,2235,1592,645,0.711667412,0.288332588,100944,519400,26109.4305,16092,30168,3855.629021,18534.30765,12428.93719,38741.16551,2811.75271,9439,14747.34363,Smithtown,0.000558027
4324,36,103,135402,36103135402,40.8516267,-73.1420095,New York,Suffolk County,2329,2002,222,0.900179856,0.099820144,114844,484400,30571.1871,18624,31896,2787.073306,21086.48387,6890.094028,44786.41621,3149.78393,9321,15250.12889,Smithtown,0.00049956
4325,36,103,135002,36103135002,40.8690479,-73.1647816,New York,Suffolk County,1780,1603,212,0.883195592,0.116804408,97813,496600,28788.1785,14544,30672,2096.557634,17959.42537,8350.741722,30761.96639,2946.62996,8737,17356.79978,Smithtown,0.00043575
4326,36,103,134902,36103134902,40.8814701,-73.2030591,New York,Suffolk County,1549,1416,69,0.953535354,0.046464646,117277,586700,31220.8485,21552,31692,1963.597518,21533.20651,7576.353401,41303.64331,3204.891372,10000,20014.41031,Smithtown,0.000737434
4327,36,103,134904,36103134904,40.8598064,-73.1907127,New York,Suffolk County,2277,1684,348,0.828740157,0.171259843,101875,570400,30681.378,18300,33240,4005.379738,18705.24837,13351.53568,31980.1091,2983.838578,10000,17524.42595,Smithtown,0.0008626
4328,36,103,158712,36103158712,40.8263592,-72.9868897,New York,Suffolk County,2222,2104,211,0.908855292,0.091144708,83658,331200,24445.2907,16800,25212,3255.560079,15360.42865,4703.940457,32495.96559,3038.328361,5983,8317.986698,Brookhaven,0.000945239
4329,36,103,158711,36103158711,40.8399818,-72.9885426,New York,Suffolk County,2124,1560,448,0.77689243,0.22310757,75172,301200,20823.8725,16032,22200,2831.939282,13802.31589,5533.141379,30449.73577,2520.035644,5000,7576.040199,Brookhaven,0.000784003
4330,36,103,158710,36103158710,40.8755909,-72.8780462,New York,Suffolk County,1214,1075,182,0.855210819,0.144789181,75931,346800,23189.5465,15780,24444,1446.437331,13941.67572,3787.405541,28365.35795,2783.022718,6341,7651.397112,Brookhaven,0.003496226
4331,36,103,158709,36103158709,40.8516895,-72.9215832,New York,Suffolk County,897,783,52,0.937724551,0.062275449,74508,329400,26775.2623,19416,27264,1394.118623,13680.39898,5652.508301,23150.45466,2605.102106,3757,8296.781956,Brookhaven,0.001407409
4332,36,103,158708,36103158708,40.8716276,-72.9483184,New York,Suffolk County,1618,978,533,0.647253475,0.352746525,66641,240800,18290.8511,15852,19620,2489.018675,12235.94068,7176.47251,26990.9274,2222.818265,3926,6900.462554,Brookhaven,0.000863068
4333,36,103,158707,36103158707,40.8338935,-72.9461292,New York,Suffolk County,581,470,73,0.865561694,0.134438306,101719,361600,27080.1105,13380,29208,742.2914356,18676.60525,4922.693364,42375.24998,2821.103734,6997,10765.93054,Brookhaven,0.000956042
4334,36,103,111503,36103111503,40.8607299,-73.3545586,New York,Suffolk County,1662,1183,514,0.697112552,0.302887448,68523,486500,20240.6411,2916,27768,1909.736118,12581.49433,8938.280513,22592.90878,2377.649498,8379,10730.3063,Huntington,0.000307115
